Source,Heading,Category,Date,Time,URL,Text
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-20,-,https://cs.uwaterloo.ca/news/new-tool-makes-web-browsing-easier-visually-impaired,"    New Tool Makes Web Browsing Easier for the Visually Impaired     University of Waterloo NewsAugust 20, 2019   Researchers at the University of Waterloo in Canada, the University of Washington, and Microsoft have developed a tool that merges the best elements of voice assistants and screen readers to make free-form Web searches easier. The VERSE (Voice Exploration, Retrieval, and Search) tool allows people with visual impairments to get Web content quickly and easily. VERSE adds screen reader-like capabilities to virtual assistants, and allows other devices to serve as input accelerators to smart speakers. The researchers surveyed 53 visually impaired Web searchers, and found that more than half used voice assistants multiple times a day. Said Waterloo researcher Alexandra Vtyurina, ""If people need more information, they can use VERSE to access other search verticals, for example, news, facts, and related searches, and can visit any article that appears as a search result.""                 "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-09,-,https://news.mit.edu/2019/single-photon-source-fluorescent-quantum-defects-0809,"       A Single-Photon Source You Can Make at Home     MIT NewsDaniel DarlingAugust 9, 2019   Massachusetts Institute of Technology (MIT) researchers have discovered a simple technique for generating carbon nanotube-based single-photon emitters, or fluorescent quantum defects, using household bleach and ultraviolet light. The team submerged carbon nanotubes in bleach, then irradiated them with ultraviolet light for less than 60 seconds, producing fluorescent quantum defects. Operations at longer wavelengths with brighter defect emitters allow clearer and deeper tissue penetration for optical imaging, which could augment cancer detection and treatment. Said MIT’s Angela Belcher, “We have demonstrated a clear visualization of vasculature structure and lymphatic systems using 150 times less amount of probes compared to previous generation of imaging systems,” which constitutes a step towards cancer early detection.                 "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-20,-,https://www.npr.org/2019/08/20/752695554/23-texas-towns-hit-with-ransomware-attack-in-new-front-of-cyberassault,"    22 Texas Towns Hit with Ransomware Attack in 'New Front' of Cyberassault     National Public RadioBobby AllynAugust 20, 2019   State officials in Texas confirmed that computer systems in 22 municipalities have been hijacked by ransomware, with one town's mayor saying the hackers are demanding $2.5 million. The Texas Department of Information Resources suggested ""one single threat actor"" may be responsible. Mayor Gary Heinrich of the town of Keene said the attackers infiltrated information technology software used by the city and overseen by an outsourced provider, which supports many of the targeted cities. Recorded Future threat intelligence analyst Allan Liska said this event, the largest coordinated hack of its kind so far observed, ""does present a new front in the ransomware attack."" Research firm Recorded Future noted the increasing frequency of ransomware attacks targeting state and local government, detecting at least 169 cases since 2013. Liska said more than 60 such attacks have taken place this year alone.                 "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-13,-,https://www.wsj.com/articles/new-york-city-teachers-get-culturally-responsive-training-11565739602,"       New York City Teachers Get 'Culturally Responsive' Training     The Wall Street JournalLeslie BrodyAugust 13, 2019   New York City's Department of Education is training public school teachers to add cultural responsiveness to their schools’ computer science (CS) classes. The goal is to enable educators to help students envision a personal connection to CS. At a recent training session in East Harlem, trainer Steve Borba highlighted students' use of color charts to find hues that match their skin tones when programming animated images of themselves; he said the lesson ""gives them an understanding of how it is they can design something that they feel reflects their own identity."" Debbie Marcus with the city's Computer Science for All initiative said the session helped to prepare teachers to learn more technical aspects of teaching.               *May Require Paid Registration  "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-19,-,https://www.usnews.com/news/best-countries/articles/2019-08-19/the-us-is-still-the-global-leader-in-artificial-intelligence,"       Despite Chinese Efforts, U.S. Still Leads in AI     U.S. News & World ReportSintia RaduAugust 19, 2019   A study by think tank the Center for Data Innovation (CDI) found the U.S. remains the global leader in artificial intelligence (AI) research and development. The study ranked China second and the European Union (EU) third, compared to the U.S., in terms of talent, research, development, and hardware; China was ranked world leader in adoption of AI, and data. The study’s authors said the U.S. has the greatest number of AI startups, as its startup ecosystem has garnered more private equity and venture capital investment than was seen in any other country. CDI also said the U.S. ""leads in the development of both traditional semiconductors and the computer chips that power AI systems; while it produces fewer AI scholarly papers than the EU or China, it produces the highest-quality papers on average.""                 "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-14,-,https://www.cmu.edu/news/stories/archives/2019/august/me-too-media-coverage.html,"    #MeToo Media Coverage Sympathetic to, but Not Necessarily Empowering for, Women     Carnegie Mellon NewsAugust 14, 2019   Computational analysis by Carnegie Mellon University (CMU) researchers of #MeToo media coverage indicated that women claiming sexual harassment often are depicted with sympathy, but with less power than their alleged abusers. CMU's Yulia Tsvetkov and colleagues used natural language processing to review online media coverage of #MeToo narratives, which included 27,602 articles from 1,576 outlets. The team also studied media portrayals of perpetrators, and the role of third-party actors in news stories. Said Tsvetkov, ""Subtle forms of biased language can be much harder to detect and to date we have no systematic way of identifying them automatically. The goal of our research was to provide tools to analyze such biased framing.""                 "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-13,-,https://www.technologyreview.com/s/614148/16-million-americans-will-vote-on-hackable-paperless-voting-machines/,"       16 Million Americans Will Vote on Hackable Paperless Machines     Technology ReviewPatrick Howell O'NeillAugust 13, 2019   A study by researchers at New York University found that at least 16 million Americans in eight states will vote on completely paperless machines in the 2020 U.S. elections, despite a strong consensus among cybersecurity and national security experts that paper ballots and vote audits are necessary to ensure election security. While the states in question are not historically battleground states, some are likely to be more closely contested than usual. Said U.S. Senator Ron Wyden of Oregon, “Congress needs to set mandatory federal election security standards that outlaw paperless voting machines and guarantee every American the right to vote with a hand-marked paper ballot.” Wyden cited experts as requiring hand-marked paper ballots and post-election audits to defend against hacking. “Vendors should recognize that fact or get out of the way.”                 "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-16,-,https://www.nytimes.com/2019/08/16/obituaries/danny-cohen-who-helped-set-the-stage-for-a-digital-era-dies-at-81.html,"       Danny Cohen, Who Helped Set the Stage for Digital Era, Dies at 81     The New York TimesKatie HafnerAugust 16, 2019   Danny Cohen, a computer scientist whose pioneering research on computer graphics and networks led to advancements as diverse as flight simulation, Internet telephony, cloud computing, and online dating, died last week at age 81, the result of Parkinson’s disease. The U.S. Department of Defense's Advanced Research Projects Agency tasked Cohen in the 1970s to explore sending voice calls over Arpanet, an Internet precursor. Cohen's team developed the predecessor of Internet telephony and teleconferencing, a breakthrough that led to Voice over Internet Protocol (VoIP). Said the University of California, Los Angeles' Leonard Kleinrock, Cohen “had the uncanny ability to employ his deep mathematical intellect and insight to real world challenges, with enormous impact.”               *May Require Paid Registration  "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-14,-,https://www.helsinki.fi/en/news/health-news/advanced-data-analysis-enhances-precision-medicine-prenatal-genetic-testing-applications-in-clinics,"    Advanced Data Analysis Enhances Precision Medicine Prenatal Genetic Testing Applications in Clinics     University of HelsinkiAugust 14, 2019   Researchers from the University of Helsinki in Finland, and Estonia’s University of Tartu and Competence Center on Health Technologies, have demonstrated a computational analysis framework for targeted high-coverage sequencing-based Non-Invasive Prenatal genetic Screening (NIPT). The framework can detect the potential for fetal trisomy through targeted high-coverage sequencing data of a pregnant subject's blood sample during the first trimester of pregnancy. The Institute for Molecular Medicine Finland's Priit Palta said, ""We now have...laboratory and computational tools for developing and providing more feasible and cost-effective NIPT applications that have potential in clinical practice.""                 "
ACM,New Tool Makes Web Browsing Easier for the Visually Impaired,ACM,2019-08-19,-,https://news.ucar.edu/132680/facial-recognition-technique-could-improve-hail-forecasts,"       Facial Recognition Technique Could Improve Hail Forecasts     National Center for Atmospheric ResearchLaura SniderAugust 19, 2019   National Center for Atmospheric Research (NCAR) researchers have found that the same artificial intelligence method used in facial recognition systems could help improve the prediction of hailstorms and their severity. The researchers used machine learning to train a convolutional neural network to recognize features of individual storms that affect the formation of hail. The model was trained on images of simulated storms, along with information about temperature, pressure, wind speed, and direction. Once trained, the model was able to determine which features of the storm correlate with whether or not it will hail, and how big the hailstones of a specific storm are likely to be.                 "
