,Source,Heading,Category,Date,Time,URL,Text,Category_predicted,weights
0,ACM,Companies Use Cyber Ranges to Practice Security Skills,ACM,2019-09-03,-,https://www.wsj.com/articles/companies-use-cyber-ranges-to-practice-security-skills-11567530531?mod=itp_wsj&ru=yahoo,"       Companies Use Cyber Ranges to Practice Security Skills     The Wall Street JournalAdam JanofskySeptember 3, 2019   U.S. companies and universities are developing cybersecurity training facilities that model real-world networks and scenarios to educate staff and evaluate theories about cyberdefense and response strategies. MasterCard's Ron Green said these cyber ranges allow companies to observe and assess staff reactions to such real-world situations as malware infections and data breaches. In addition to a cyber range in St. Louis, MasterCard built a mobile range—basically a server rack within an armored box—to conduct tests and exercises nationwide. University-based cyber ranges offer small companies training and testing capabilities that are otherwise unaffordable to them, with most ranges running in the cloud in conjunction with remote tools. Green said MasterCard's range aims to support both defensive and offensive drills, including assault by antitank rounds, without potentially harming systems at a host range.               *May Require Paid Registration  ",Computer Science,0.1763284512472013
1,MIT News,MIT’s fleet of autonomous boats can now shapeshift,Research,2019-08-29,-,http://news.mit.edu/2019/roboats-autonomous-connect-assemble-0829,"  MIT’s fleet of robotic boats has been updated with new capabilities to “shapeshift,” by autonomously disconnecting and reassembling into a variety of configurations, to form floating structures in Amsterdam’s many canals. The autonomous boats — rectangular hulls equipped with sensors, thrusters, microcontrollers, GPS modules, cameras, and other hardware — are being developed as part of the ongoing “Roboat” project between MIT and the Amsterdam Institute for Advanced Metropolitan Solutions (AMS Institute). The project is led by MIT professors Carlo Ratti, Daniela Rus, Dennis Frenchman, and Andrew Whittle. In the future, Amsterdam wants the roboats to cruise its 165 winding canals, transporting goods and people, collecting trash, or self-assembling into “pop-up” platforms — such as bridges and stages — to help relieve congestion on the city’s busy streets. In 2016, MIT researchers tested a roboat prototype that could move forward, backward, and laterally along a preprogrammed path in the canals. Last year, researchers designed low-cost, 3-D-printed, one-quarter scale versions of the boats, which were more efficient and agile, and came equipped with advanced trajectory-tracking algorithms. In June, they created an autonomous latching mechanism that let the boats target and clasp onto each other, and keep trying if they fail. In a new paper presented at the last week’s IEEE International Symposium on Multi-Robot and Multi-Agent Systems, the researchers describe an algorithm that enables the roboats to smoothly reshape themselves as efficiently as possible. The algorithm handles all the planning and tracking that enables groups of roboat units to unlatch from one another in one set configuration, travel a collision-free path, and reattach to their appropriate spot on the new set configuration. In demonstrations in an MIT pool and in computer simulations, groups of linked roboat units rearranged themselves from straight lines or squares into other configurations, such as rectangles and “L” shapes. The experimental transformations only took a few minutes. More complex shapeshifts may take longer, depending on the number of moving units — which could be dozens — and differences between the two shapes.  “We’ve enabled the roboats to now make and break connections with other roboats, with hopes of moving activities on the streets of Amsterdam to the water,” says Rus, director of the Computer Science and Artificial Intelligence Laboratory (CSAIL) and the Andrew and Erna Viterbi Professor of Electrical Engineering and Computer Science. “A set of boats can come together to form linear shapes as pop-up bridges, if we need to send materials or people from one side of a canal to the other. Or, we can create pop-up wider platforms for flower or food markets.” Joining Rus on the paper are: Ratti, director of MIT’s Senseable City Lab, and, also from the lab, first author Banti Gheneti, Ryan Kelly, and Drew Meyers, all researchers; postdoc Shinkyu Park; and research fellow Pietro Leoni. Collision-free trajectories For their work, the researchers had to tackle challenges with autonomous planning, tracking, and connecting groups of roboat units. Giving each unit unique capabilities to, for instance, locate each other, agree on how to break apart and reform, and then move around freely, would require complex communication and control techniques that could make movement inefficient and slow. To enable smoother operations, the researchers developed two types of units: coordinators and workers. One or more workers connect to one coordinator to form a single entity, called a “connected-vessel platform” (CVP). All coordinator and worker units have four propellers, a wireless-enabled microcontroller, and several automated latching mechanisms and sensing systems that enable them to link together. Coordinators, however, also come equipped with GPS for navigation, and an inertial measurement unit (IMU), which computes localization, pose, and velocity. Workers only have actuators that help the CVP steer along a path. Each coordinator is aware of and can wirelessly communicate with all connected workers. Structures comprise multiple CVPs, and individual CVPs can latch onto one another to form a larger entity. During shapeshifting, all connected CVPs in a structure compare the geometric differences between its initial shape and new shape. Then, each CVP determines if it stays in the same spot and if it needs to move. Each moving CVP is then assigned a time to disassemble and a new position in the new shape. Each CVP uses a custom trajectory-planning technique to compute a way to reach its target position without interruption, while optimizing the route for speed. To do so, each CVP precomputes all collision-free regions around the moving CVP as it rotates and moves away from a stationary one. After precomputing those collision-free regions, the CVP then finds the shortest trajectory to its final destination, which still keeps it from hitting the stationary unit. Notably, optimization techniques are used to make the whole trajectory-planning process very efficient, with the precomputation taking little more than 100 milliseconds to find and refine safe paths. Using data from the GPS and IMU, the coordinator then estimates its pose and velocity at its center of mass, and wirelessly controls all the propellers of each unit and moves into the target location. In their experiments, the researchers tested three-unit CVPs, consisting of one coordinator and two workers, in several different shapeshifting scenarios. Each scenario involved one CVP unlatching from the initial shape and moving and relatching to a target spot around a second CVP. Three CVPs, for instance, rearranged themselves from a connected straight line — where they were latched together at their sides — into a straight line connected at front and back, as well as an “L.” In computer simulations, up to 12 roboat units rearranged themselves from, say, a rectangle into a square or from a solid square into a Z-like shape.  Scaling up Experiments were conducted on quarter-sized roboat units, which measure about 1 meter long and half a meter wide. But the researchers believe their trajectory-planning algorithm will scale well in controlling full-sized units, which will measure about 4 meters long and 2 meters wide. The researchers hope to use the roboats to form into a dynamic “bridge” across a 60-meter canal between the NEMO Science Museum in Amsterdam’s city center and an area that’s under development. Called RoundAround, the idea is to employ roboats to sail in a continuous circle across the canal, picking up and dropping off passengers at docks and stopping or rerouting when they detect anything in the way. Currently, walking around that waterway takes about 10 minutes, but the bridge can cut that time to around two minutes. This is still an explorative concept. “This will be the world’s first bridge comprised of a fleet of autonomous boats,” Ratti says. “A regular bridge would be super expensive, because you have boats going through, so you’d need to have a mechanical bridge that opens up or a very high bridge. But we can connect two sides of canal [by using] autonomous boats that become dynamic, responsive architecture that float on the water.” To reach that goal, the researchers are further developing the roboats to ensure they can safely hold people, and are robust to all weather conditions, such as heavy rain. They’re also making sure the roboats can effectively connect to the sides of the canals, which can vary greatly in structure and design. ",Computer Science,0.17426779937633452
2,ACM,Developing Embedded Systems Faster,ACM,2019-09-02,-,https://www.fraunhofer.de/en/press/research-news/2019/september/developing-embedded-systems-faster.html,"    Developing Embedded Systems Faster     Fraunhofer-GesellschaftSeptember 2, 2019   Researchers in a consortium of eight partners from six EU countries, including the Fraunhofer Institute for Optronics, System Technologies and Image Exploitation IOSB (Fraunhofer IOSB) in Germany, have created the TULIPP platform, which makes it possible develop energy-efficient embedded image processing systems more quickly and less expensively, with a much shorter time to market. The platform consists of design guidelines, a configurable hardware platform, and a real-time-capable operating system that supports multicore processors, as well as a programming tool chain. Said Fraunhofer IOSB researcher Igor Tchouchenkov, ""The toolchain makes it possible to individually display and optimize energy consumption for each code function.""                 ",Computer Science,0.16777657143926092
3,ACM,AI System Passed an Eighth-Grade Science Test,ACM,2019-09-04,-,https://www.nytimes.com/2019/09/04/technology/artificial-intelligence-aristo-passed-test.html,"       AI System Passed an Eighth-Grade Science Test     The New York TimesCade MetzSeptember 4, 2019   The Allen Institute for Artificial Intelligence introduced an artificial intelligence (AI) system that successfully passed an eighth-grade multiple-choice science test, correctly answering over 90% of the questions, as well as scoring more than 80% on a 12th-grade test. The Aristo system's milestone suggests understanding the language and logic that high school students are expected to possess is no longer outside AI's capabilities. Aristo took standard exams written for students in New York schools, with questions including pictures and diagrams removed; some questions required simple information retrieval, while others required logical thinking. Aristo was built atop Google's Bert, a language-model system that learned via guessing missing words in sentences. By feeding Bert a broad spectrum of question and answers, the researchers enabled it to answer similar questions by itself.               *May Require Paid Registration  ",Computer Science,0.16417571247182583
4,MIT News,MIT engineers build advanced microprocessor out of carbon nanotubes,Electronics and Technology,2019-08-28,-,http://news.mit.edu/2019/carbon-nanotubes-microprocessor-0828,"  After years of tackling numerous design and manufacturing challenges, MIT researchers have built a modern microprocessor from carbon nanotube transistors, which are widely seen as a faster, greener alternative to their traditional silicon counterparts. The microprocessor, described today in the journal Nature, can be built using traditional silicon-chip fabrication processes, representing a major step toward making carbon nanotube microprocessors more practical. Silicon transistors — critical microprocessor components that switch between 1 and 0 bits to carry out computations — have carried the computer industry for decades. As predicted by Moore’s Law, industry has been able to shrink down and cram more transistors onto chips every couple of years to help carry out increasingly complex computations. But experts now foresee a time when silicon transistors will stop shrinking, and become increasingly inefficient. Making carbon nanotube field-effect transistors (CNFET) has become a major goal for building next-generation computers. Research indicates CNFETs have properties that promise around 10 times the energy efficiency and far greater speeds compared to silicon. But when fabricated at scale, the transistors often come with many defects that affect performance, so they remain impractical. The MIT researchers have invented new techniques to dramatically limit defects and enable full functional control in fabricating CNFETs, using processes in traditional silicon chip foundries. They demonstrated a 16-bit microprocessor with more than 14,000 CNFETs that performs the same tasks as commercial microprocessors. The Nature paper describes the microprocessor design and includes more than 70 pages detailing the manufacturing methodology. The microprocessor is based on the RISC-V open-source chip architecture that has a set of instructions that a microprocessor can execute. The researchers’ microprocessor was able to execute the full set of instructions accurately. It also executed a modified version of the classic “Hello, World!” program, printing out, “Hello, World! I am RV16XNano, made from CNTs.” “This is by far the most advanced chip made from any emerging nanotechnology that is promising for high-performance and energy-efficient computing,” says co-author Max M. Shulaker, the Emanuel E Landsman Career Development Assistant Professor of Electrical Engineering and Computer Science (EECS) and a member of the Microsystems Technology Laboratories. “There are limits to silicon. If we want to continue to have gains in computing, carbon nanotubes represent one of the most promising ways to overcome those limits. [The paper] completely re-invents how we build chips with carbon nanotubes.” Joining Shulaker on the paper are: first author and postdoc Gage Hills, graduate students Christian Lau, Andrew Wright, Mindy D. Bishop, Tathagata Srimani, Pritpal Kanhaiya, Rebecca Ho, and Aya Amer, all of EECS; Arvind, the Johnson Professor of Computer Science and Engineering and a researcher in the Computer Science and Artificial Intelligence Laboratory; Anantha Chandrakasan, the dean of the School of Engineering and the Vannevar Bush Professor of Electrical Engineering and Computer Science; and Samuel Fuller, Yosi Stein, and Denis Murphy, all of Analog Devices. Fighting the “bane” of CNFETs The microprocessor builds on a previous iteration designed by Shulaker and other researchers six years ago that had only 178 CNFETs and ran on a single bit of data. Since then, Shulaker and his MIT colleagues have tackled three specific challenges in producing the devices: material defects, manufacturing defects, and functional issues. Hills did the bulk of the microprocessor design, while Lau handled most of the manufacturing. For years, the defects intrinsic to carbon nanotubes have been a “bane of the field,” Shulaker says. Ideally, CNFETs need semiconducting properties to switch their conductivity on an off, corresponding to the bits 1 and 0. But unavoidably, a small portion of carbon nanotubes will be metallic, and will slow or stop the transistor from switching. To be robust to those failures, advanced circuits will need carbon nanotubes at around 99.999999 percent purity, which is virtually impossible to produce today.   The researchers came up with a technique called DREAM (an acronym for “designing resiliency against metallic CNTs”), which positions metallic CNFETs in a way that they won’t disrupt computing. In doing so, they relaxed that stringent purity requirement by around four orders of magnitude — or 10,000 times — meaning they only need carbon nanotubes at about 99.99 percent purity, which is currently possible. Designing circuits basically requires a library of different logic gates attached to transistors that can be combined to, say, create adders and multipliers — like combining letters in the alphabet to create words. The researchers realized that the metallic carbon nanotubes impacted different pairings of these gates differently. A single metallic carbon nanotube in gate A, for instance, may break the connection between A and B. But several metallic carbon nanotubes in gates B may not impact any of its connections. In chip design, there are many ways to implement code onto a circuit. The researchers ran simulations to find all the different gate combinations that would be robust and wouldn’t be robust to any metallic carbon nanotubes. They then customized a chip-design program to automatically learn the combinations least likely to be affected by metallic carbon nanotubes. When designing a new chip, the program will only utilize the robust combinations and ignore the vulnerable combinations. “The ‘DREAM’ pun is very much intended, because it’s the dream solution,” Shulaker says. “This allows us to buy carbon nanotubes off the shelf, drop them onto a wafer, and just build our circuit like normal, without doing anything else special.” Exfoliating and tuning CNFET fabrication starts with depositing carbon nanotubes in a solution onto a wafer with predesigned transistor architectures. However, some carbon nanotubes inevitably stick randomly together to form big bundles — like strands of spaghetti formed into little balls — that form big particle contamination on the chip.   To cleanse that contamination, the researchers created RINSE (for “removal of incubated nanotubes through selective exfoliation”). The wafer gets pretreated with an agent that promotes carbon nanotube adhesion. Then, the wafer is coated with a certain polymer and dipped in a special solvent. That washes away the polymer, which only carries away the big bundles, while the single carbon nanotubes remain stuck to the wafer. The technique leads to about a 250-times reduction in particle density on the chip compared to similar methods. Lastly, the researchers tackled common functional issues with CNFETs. Binary computing requires two types of transistors: “N” types, which turn on with a 1 bit and off with a 0 bit, and “P” types, which do the opposite. Traditionally, making the two types out of carbon nanotubes has been challenging, often yielding transistors that vary in performance. For this solution, the researchers developed a technique called MIXED (for “metal interface engineering crossed with electrostatic doping”), which precisely tunes transistors for function and optimization. In this technique, they attach certain metals to each transistor — platinum or titanium — which allows them to fix that transistor as P or N. Then, they coat the CNFETs in an oxide compound through atomic-layer deposition, which allows them to tune the transistors’ characteristics for specific applications. Servers, for instance, often require transistors that act very fast but use up energy and power. Wearables and medical implants, on the other hand, may use slower, low-power transistors.   The main goal is to get the chips out into the real world. To that end, the researchers have now started implementing their manufacturing techniques into a silicon chip foundry through a program by Defense Advanced Research Projects Agency, which supported the research. Although no one can say when chips made entirely from carbon nanotubes will hit the shelves, Shulaker says it could be fewer than five years. “We think it’s no longer a question of if, but when,” he says. The work was also supported by Analog Devices, the National Science Foundation, and the Air Force Research Laboratory. ",Electronics and Technology,0.16397905147888495
5,MIT News,Ultrathin 3-D-printed films convert energy of one form into another,Electronics and Technology,2019-08-28,-,http://news.mit.edu/2019/3-d-printed-piezoelectric-films-0828,"  MIT researchers have developed a simple, low-cost method to 3-D print ultrathin films with high-performing “piezoelectric” properties, which could be used for components in flexible electronics or highly sensitive biosensors. Piezoelectric materials produce a voltage in response to physical strain, and they respond to a voltage by physically deforming. They’re commonly used for transducers, which convert energy of one form into another. Robotic actuators, for instance, use piezoelectric materials to move joints and parts in response to an electrical signal. And various sensors use the materials to convert changes in pressure, temperature, force, and other physical stimuli, into a measurable electrical signal. Researchers have been trying for years to develop piezoelectric ultrathin films that can be used as energy harvesters, sensitive pressure sensors for touch screens, and other components in flexible electronics. The films could also be used as tiny biosensors that are sensitive enough to detect the presence of molecules that are biomarkers for certain diseases and conditions. The material of choice for those applications is often a type of ceramic with a crystal structure that resonates at high frequencies due to its extreme thinness. (Higher frequencies basically translate to faster speeds and higher sensitivity.) But, with traditional fabrication techniques, creating ceramic ultrathin films is a complex and expensive process. In a paper recently published in the journal Applied Materials and Interfaces, the MIT researchers describe a way to 3-D print ceramic transducers about 100 nanometers thin by adapting an additive manufacturing technique for the process that builds objects layer by layer, at room temperature. The films can be printed in flexible substrates with no loss in performance, and can resonate at around 5 gigahertz, which is high enough for high-performance biosensors. “Making transducing components is at the heart of the technological revolution,” says Luis Fernando Velásquez-García, a researcher in the Microsystems Technology Laboratories (MTL) in the Department of Electrical Engineering and Computer Science. “Until now, it’s been thought 3-D-printed transducing materials will have poor performances. But we’ve developed an additive fabrication method for piezoelectric transducers at room temperature, and the materials oscillate at gigahertz-level frequencies, which is orders of magnitude higher than anything previously fabricated through 3-D printing.” Joining Velásquez-García on the paper is first author Brenda García-Farrera of MTL and the Monterrey Institute of Technology and Higher Education in Mexico. Electrospraying nanoparticles Ceramic piezoelectric thin films, made of aluminum nitride or zinc oxide, can be fabricated through physical vapor deposition and chemical vapor deposition. But those processes must be completed in sterile clean rooms, under high temperature and high vacuum conditions. That can be a time-consuming, expensive process. There are lower-cost 3-D-printed piezoelectric thin films available. But those are fabricated with polymers, which must be “poled”— meaning they must be given piezoelectric properties after they’re printed. Moreover, those materials usually end up tens of microns thick and thus can’t be made into ultrathin films capable of high-frequency actuation. The researchers’ system adapts an additive fabrication technique, called near-field electrohydrodynamic deposition (NFEHD), which uses high electric fields to eject a liquid jet through a nozzle to print an ultrathin film. Until now, the technique has not been used to print films with piezoelectric properties. The researchers’ liquid feedstock — raw material used in 3-D printing — contains zinc oxide nanoparticles mixed with some inert solvents, which forms into a piezoelectric material when printed onto a substrate and dried. The feedstock is fed through a hollow needle in a 3-D printer. As it prints, the researchers apply a specific bias voltage to the tip of the needle and control the flow rate, causing the meniscus — the curve seen at the top of a liquid — to form into a cone shape that ejects a fine jet from its tip. The jet is naturally inclined to break into droplets. But when the researchers bring the tip of the needle close to the substrate — about a millimeter — the jet doesn’t break apart. That process prints long, narrow lines on a substrate. They then overlap the lines and dry them at about 76 degrees Fahrenheit, hanging upside down. Printing the film precisely that way creates an ultrathin film of crystal structure with piezoelectric properties that resonates at about 5 gigahertz. “If anything of that process is missing, it doesn’t work,” Velásquez-García says. Using microscopy techniques, the team was able to prove that the films have a much stronger piezoelectric response — meaning the measurable signal it emits — than films made through traditional bulk fabrication methods. Those methods don’t really control the film’s piezoelectric axis direction, which determines the material’s response. “That was a little surprising,” Velásquez-García says. “In those bulk materials, they may have inefficiencies in the structure that affect performance. But when you can manipulate materials at the nanoscale, you get a stronger piezoelectric response.” “This very nice body of work demonstrates the feasibility of preparing functional piezoelectric films using 3-D printing techniques,” says Mark Allen, a professor specializing in microfabrication, nanotechnology, and microelectromechanical systems at the University of Pennsylvania. “Exploitation of this fabrication technique can lead to complex, three-dimensional, and low temperature fabrication of piezoelectric structures. I expect we will see new classes of microscale sensors, actuators, and resonators enabled by this exciting fabrication technology."" Low-cost sensors Because the piezoelectric ultrathin films are 3-D printed and resonate at very high frequencies, they can be leveraged to fabricate low-cost, highly sensitive sensors. The researchers are currently working with colleagues in Monterrey Tec as part of a collaborative program in nanoscience and nanotechnology, to make piezoelectric biosensors to detect biomarkers for certain diseases and conditions. A resonating circuit is integrated into these biosensors, which makes the piezoelectric ultrathin film oscillate at a specific frequency, and the piezoelectric material can be functionalized to attract certain molecule biomarkers to its surface. When the molecules stick to the surface, it causes the piezoelectric material to slightly shift the frequency oscillations of the circuit. That small frequency shift can be measured and correlated to a certain amount of the molecule that piles up on its surface. The researchers are also developing a sensor to measure the decay of electrodes in fuel cells. That would function similarly to the biosensor, but the shifts in frequency would correlate to the degradation of a certain alloy in the electrodes. “We’re making sensors that can diagnose the health of fuel cells, to see if they need to be replaced,” Velásquez-García says. “If you assess the health of these systems in real time, you can make decisions about when to replace them, before something serious happens.” ",Electronics and Technology,0.16298054378912016
6,ACM,Construction Robots Learn to Excavate by Mimicking Humans,ACM,2019-09-03,-,https://spectrum.ieee.org/tech-talk/robotics/robotics-software/construction-robots-learn-to-excavate-by-mimicking-humans,"       Construction Robots Learn to Excavate by Mimicking Humans     IEEE SpectrumLynne Peskoe-YangSeptember 3, 2019   Companies are developing excavator robots that emulate humans, with the startup SE4's software enabling a machine to stack blocks under the guidance of an operator who uses a virtual reality headset and handheld controls to demonstrate the task to the robot. Remote construction requires developers to communicate instructions to robots on-site, in real time, while managing constant environmental feedback. SE4 envisions construction robots on Mars unbound from distance-related communication lags, by teaching them to group micro-movements into logical units and make simple relational judgments so they can receive a full set of instruction modules at once, and execute them in sequence.                 ",Computer Science,0.15747436255880373
7,Science Daily,AI Learns to Model Our Universe,Computers & Math,2019-08-28,-,https://www.sciencedaily.com/releases/2019/08/190828100554.htm,"   Researchers seek to understand our Universe by making model predictions to match observations. Historically, they have been able to model simple or highly simplified physical systems, jokingly dubbed the ""spherical cows,"" with pencils and paper. Later, the arrival of computers enabled them to model complex phenomena with numerical simulations. For example, researchers have programmed supercomputers to simulate the motion of billions of particles through billions of years of cosmic time, a procedure known as the N-body simulations, in order to study how the Universe evolved to what we observe today. ""Now with machine learning, we have developed the first neural network model of the Universe, and demonstrated there's a third route to making predictions, one that combines the merits of both analytic calculation and numerical simulation,"" said Yin Li, a Postdoctoral Researcher at the Kavli Institute for the Physics and Mathematics of the Universe, University of Tokyo, and jointly the University of California, Berkeley. A comparison of the accuracy of two models of the Universe. The new deep learning model (left), dubbed D3M, is much more accurate than an existing analytic method (right) called 2LPT. The colors represent the error in displacement at each point relative to the numerical simulation, which is accurate but much slower than the deep learning model. At the beginning of our Universe, things were extremely uniform. As time went by, the denser parts grew denser and sparser parts became sparser due to gravity, eventually forming a foam-like structure known as the ""cosmic web."" To study this structure formation process, researchers have tried many methods, including analytic calculations and numerical simulations. Analytic methods are fast, but fail to produce accurate results for large density fluctuations. On the other hand, numerical (N-body) methods simulate structure formation accurately, but tracking gazillions of particles is costly, even on supercomputers. Thus, to model the Universe, scientists often face the accuracy versus efficiency trade-off. However, the explosive growth of observational data in quality and quantity calls for methods that excel in both accuracy and efficiency. To tackle this challenge, a team of researchers from the US, Canada, and Japan, including Li, set their sights on machine learning, a cutting-edge approach to detecting patterns and making predictions. Just as machine learning can transform a young man's portrait into his older self, Li and colleagues asked whether it can also predict how universes evolve based on their early snapshots. They trained a convolutional neural network with simulation data of trillions of cubic light years in volume, and built a deep learning model that was able to mimic the structure formation process. The new model is not only many times more accurate than the analytic methods, but is also much more efficient than the numerical simulations used for its training. ""It has the strengths of both previous [analytic calculation and numerical simulation] methods,"" said Li. Li says the power of AI emulation will scale up in the future. N-body simulations are already heavily optimized, and as a first attempt, his team's AI model still has large room for improvement. Also, more complicated phenomena incur a larger cost on simulation, but not likely so on emulation. Li and his colleagues expect a bigger performance gain from their AI emulator when they move on to including other effects, such as hydrodynamics, into the simulations. ""It won't be long before we can uncover the initial conditions of and the physics encoded in our Universe along this path,"" he said. ",Computer Science,0.15643679265582772
8,ACM,Spreading Light Over Quantum Computers,ACM,2019-09-02,-,https://liu.se/en/news-item/de-sprider-ljus-over-kvantdatorn,"    Spreading Light Over Quantum Computers     Linkoping UniversityMonica Westman SvenseliusSeptember 2, 2019   Researchers at Linkoping University in Sweden have demonstrated actual quantum-computing functioning, and simulated quantum computer properties in a classical system. Linkoping's Jan-Ake Larsson and Niklas Johansson showed that, unlike classical computers, quantum computers have two degrees of freedom for each bit. The researchers' Quantum Simulation Logic tool incorporated these two degrees of freedom, which involve computation bits and phase bits that respectively convey data on function result and function structure. Several quantum algorithms that were studied operated as rapidly in the simulation as they would in a quantum computer. Larsson said, ""The higher speed in quantum computers comes from their ability to store, process, and retrieve information in one additional information-carrying degree of freedom. This enables us to better understand how quantum computers work.""                 ",Electronics and Technology,0.15611109567332704
9,ACM,French Researcher Hacks into Moscow's New E-Voting System,ACM,2019-08-28,-,https://www.france24.com/en/20190828-french-researcher-hacks-into-moscow-s-new-e-voting-system,"    French Researcher Hacks into Moscow's New E-Voting System     Agence France-PresseAugust 28, 2019   A French cryptographer has exposed a security flaw in an electronic voting system to be used in this month's municipal elections in Moscow. The flaw could give hackers access to voters' choices. Pierrick Gaudry used a standard computer and free software to access the source code being published daily as part of a public test that started in late July. Gaudry needed just 20 minutes to break the encryption code that is meant to protect voters' identities and choices. The online voting system requires passport information, home addresses, and other sensitive data, and uses a text message verification. ""In the worst-case scenario, the votes of all the voters using this system would be revealed to anyone as soon as they cast their vote,"" Gaudry wrote. Moscow authorities have said since Gaudry’s discovery was made public, the encryption code has been made more complex, and will be divided into seven parts kept separate until voting ends.                 ",Computer Science,0.15487920103640984
