Source,Heading,Category,Date,Time,URL,Text
Science Daily,New Insight Into Motor Neuron Death Mechanisms Could Be a Step Toward ALS Treatment,Mind & Brain,2019-09-04,-,https://www.sciencedaily.com/releases/2019/09/190904125327.htm,"   The study into the role a protein known as heat shock protein 90 plays in intracellular signaling is a key step on the way to figuring out the reason some motor neurons in the spinal cord die and some do not. Findings, which could eventually lead to therapies to counter motor neuron death, were published in Experimental Biology and Medicine. Neurons are cells in the nervous system that carry information to muscles, glands and other nerves. Motor neurons are large neurons in the spine and brain stem, with long axons extending outside the nervous system to contact muscles and control their movements via contraction. Researchers led by Alvaro Estevez and Maria Clara Franco of the OSU College of Science have shown that a ubiquitous ""protein chaperone,"" heat shock protein 90, is particularly sensitive to inhibition in motor neurons that depend for survival on ""trophic factors"" -- small proteins that serve as helper molecules. Trophic factors attach to docking sites on the surface of nerve cells, setting in motion processes that help keep a cell alive. Research in animal models has shown trophic factors may have the ability to salvage dying neurons. ""It is well known that there are some motor neuron subpopulations resistant to degeneration in ALS, and other subpopulations that are highly susceptible to degeneration,"" said Estevez, associate professor of biochemistry and biophysics and the corresponding author on this research. ""Understanding the mechanisms involved in these different predispositions could provide new insight into how ALS progresses and open new alternatives for the development of novel treatments for the disease."" In this study, a motor-neuron-specific pool of heat shock protein 90, also known as Hsp90, repressed activation of a key cellular receptor and thus was shown to be critical to neuron survival; when Hsp90 was inhibited, motor neuron death was triggered. The Hsp90 inhibitor used in this research was geldanamycin, an antitumor antibiotic used in chemotherapy. Findings suggest the drug may have the unintended consequence of decreasing motor neurons' trophic pathways and thus putting those nerve cells at risk. ""The inhibition of Hsp90 as a therapeutic approach may require the development of inhibitors that are more selective so the cancer cells are targeted and healthy motor neurons are not,"" said Franco, assistant professor of biochemistry and biophysics. ALS, short for amyotrophic lateral sclerosis and also known as Lou Gehrig's disease, is caused by the deterioration and death of motor neurons in the spinal cord. It is progressive, debilitating and fatal. ALS was first identified in the late 1800s and gained international recognition in 1939 when it was diagnosed in a mysteriously declining Gehrig, ending the Hall of Fame baseball career of the New York Yankees first baseman. Known as the Iron Horse for his durability -- he hadn't missed a game in 15 seasons -- Gehrig died two years later at age 37. "
Science Daily,Emotion-Reading Algorithms Cannot Predict Intentions Via Facial Expressions,Mind & Brain,2019-09-04,-,https://www.sciencedaily.com/releases/2019/09/190904165231.htm,"   Computers aren't very good at discerning misrepresentation, and that's a problem as the technologies are increasingly deployed in society to render decisions that shape public policy, business and people's lives. Turns out that algorithms fail basic tests as truth detectors, according to researchers who study theoretical factors of expression and the complexities of reading emotions at the USC Institute for Creative Technologies. The research team completed a pair of studies using science that undermines popular psychology and AI expression understanding techniques, both of which assume facial expressions reveal what people are thinking. ""Both people and so-called 'emotion reading' algorithms rely on a folk wisdom that our emotions are written on our face,"" said Jonathan Gratch, director for virtual human research at ICT and a professor of computer science at the USC Viterbi School of Engineering. ""This is far from the truth. People smile when they are angry or upset, they mask their true feelings, and many expressions have nothing to do with inner feelings, but reflect conversational or cultural conventions."" Gratch and colleagues presented the findings today at the 8th International Conference on Affective Computing and Intelligent Interaction in Cambridge, England. Of course, people know that people can lie with a straight face. Poker players bluff. Job applicants fake interviews. Unfaithful spouses cheat. And politicians can cheerfully utter false statements. Yet, algorithms aren't so good at catching duplicity, even as machines are increasingly deployed to read human emotions and inform life-changing decisions. For example, the Department of Homeland Security invests in such algorithms to predict potential threats. Some nations use mass surveillance to monitor communications data. Algorithms are used in focus groups, marketing campaigns, to screen loan applicants or hire people for jobs. ""We're trying to undermine the folk psychology view that people have that if we could recognize people's facial expressions, we could tell what they're thinking,"" said Gratch, who is also a professor of psychology. ""Think about how people used polygraphs back in the day to see if people were lying. There were misuses of the technology then, just like misuses of facial expression technology today. We're using naïve assumptions about these techniques because there's no association between expressions and what people are really feeling based on these tests."" To prove it, Gratch and fellow researchers Su Lei and Rens Hoegen at ICT, along with Brian Parkinson and Danielle Shore at the University of Oxford, examined spontaneous facial expressions in social situations. In one study, they developed a game that 700 people played for money and then captured how people's expressions impacted their decisions and how much they earned. Next, they allowed subjects to review their behavior and provide insights into how they were using expressions to gain advantage and if their expressions matched their feelings. Using several novel approaches, the team examined the relationships between spontaneous facial expressions and key events during the game. They adopted a technique from psychophysiology called ""event-related potentials"" to address the extreme variability in facial expressions and used computer vision techniques to analyze those expressions. To represent facial movements, they used a recently proposed method called facial factors, which captures many nuances of facial expressions without the difficulties modern analysis techniques provide. The scientists found that smiles were the only expressions consistently provoked, regardless of the reward or fairness of outcomes. Additionally, participants were fairly inaccurate in perceiving facial emotion and particularly poor at recognizing when expressions were regulated. The findings show people smile for lots of reasons, not just happiness, a context important in the evaluation of facial expressions. ""These discoveries emphasize the limits of technology use to predict feelings and intentions,"" Gratch said. ""When companies and governments claim these capabilities, the buyer should beware because often these techniques have simplistic assumptions built into them that have not been tested scientifically."" Prior research shows that people will make conclusions about other's intentions and likely actions simply based off of the other's expressions. While past studies exist using automatic expression analysis to make inferences, such as boredom, depression and rapport, less is known about the extent to which perceptions of expression are accurate. These recent findings highlight the importance of contextual information when reading other's emotions and support the view that facial expressions communicate more than we might believe. "
Science Daily,Review: Biofeedback Could Help Treat a Number of Conditions,Mind & Brain,2019-08-27,-,https://www.sciencedaily.com/releases/2019/08/190827101624.htm,"   Dr. Karli Kondo of the VA Evidence Synthesis Program and OHSU, first author on the study, explained how the research could advance the use of biofeedback: ""We are encouraged by the positive findings and the additional findings of potential benefits for a wide range of conditions. Biofeedback is a low-risk, cost-effective intervention. We hope that this report will help to make biofeedback more widely available to veterans across the U.S., and that it will serve as a roadmap for future research in the field."" The results appeared online Aug. 14, 2019, in the Journal of General Internal Medicine. Biofeedback refers to using instruments to measure and provide real-time feedback on patients' physiological responses. It can help patients learn to control and change those responses. Since biofeedback does not involve medication and is relatively noninvasive compared to other treatments, it could benefit patients with a low risk of any adverse effects, say the researchers. Biofeedback measures include muscle activity, heart rate, blood pressure, and brainwaves. It is often paired with treatments to change behavior, thoughts, or emotions. For example, using electromyography (EMG) to measure how muscles tighten in response to a medical condition may help patients consciously control those muscles. Biofeedback increasingly is being used as a complementary or alternative treatment for a wide range of conditions. In 2017, about 70 VA facilities reported offering some form of biofeedback. However, the evidence on how biofeedback is used and its effectiveness is scattered across studies on the individual conditions. Because of this, the practice is not well-integrated with usual care. Kondo and colleagues created an ""evidence map"" to get a high-level overview of the research available on biofeedback. They searched for previously conducted systematic reviews and studies on biofeedback to summarize what has been found so far. In total, the researchers used 16 systematic reviews on the topic. The review showed clear evidence that biofeedback is effective at reducing headache pain. A variety of biofeedback measures have been used for headache, including EMG, skin temperature, and blood pressure monitoring. These techniques appear to help decrease the frequency, duration, and intensity of both migraine and tension headaches. The largest improvements were in decreasing frequency of headaches. Moderate-confidence evidence shows that biofeedback can also improve secondary outcomes of headache, such as medication use, muscle tension, anxiety, and depression. Strong evidence also exists showing that biofeedback can help with urinary incontinence for men who have had their prostate removed. In this case, EMG is used to assist with pelvic floor muscle training. Adding biofeedback provides both immediate and long-term improvements beyond those seen with muscle training alone. The evidence map shows consistent evidence that biofeedback helps with several other conditions, although with fewer trials than were found for headaches or incontinence. EMG biofeedback can help with fecal incontinence in both older people of both sexes and in young women who recently gave birth. Adding biofeedback to therapy for lower-limb activity after stroke also appears to help patients. Stroke therapy can include several different types of biofeedback, such as platforms that measure weight distribution to help with balance, sensors to measure the angle of the joints during walking, and EMG to record muscle activity. The researchers found studies on biofeedback use for several other conditions, but no compelling evidence that it was effective in those cases. Reviews showed no benefits from biofeedback for urinary incontinence in women or for high blood pressure management. However, the studies covering these conditions were limited. Likewise, the review turned up insufficient evidence for the use of biofeedback for other conditions, such as bruxism (grinding or clenching the teeth, often while sleeping), labor pain, and Reynaud's disease (a condition involving reduced blood flow to the extremities). The researchers point out that their evidence map, in addition to showing several conditions for which biofeedback has been proven useful, also shows areas of uncertainty where more research is needed. They identified several targets for further research: balance and gait training, fibromyalgia, and intradialytic hypotension (a decrease in blood pressure that can cause a number of symptoms, including nausea, dizziness, and anxiety). Overall, the evidence map gives a ""lay of the land"" that shows what evidence exists for using biofeedback to treat medical conditions or symptoms and what research is still needed. The study was funded by the VA Office of Research and Development Quality Enhancement Research Initiative. "
Science Daily,Concussions Linked to Erectile Dysfunction in Former Pro Football Players,Mind & Brain,2019-08-26,-,https://www.sciencedaily.com/releases/2019/08/190826121940.htm,"   The research -- based on a survey of more than 3,400 former NFL players representing the largest study cohort of former professional football players to date -- was conducted by investigators at the Harvard T.H. Chan School of Public Health and Harvard Medical School as part of the ongoing Football Players Health Study at Harvard University, a research program that encompasses a constellation of studies designed to evaluate various aspects of players' health across their lifespans. The researchers caution that their findings are observational -- based on self-reported concussion symptoms and indirect measures of ED and low testosterone. The results do not prove a cause-effect link between concussion and ED, nor do they explain exactly how head trauma might precipitate the onset of ED, the investigators noted. However, the findings do reveal an intriguing and powerful link between history of concussions and hormonal and sexual dysfunction, regardless of player age. Notably, the ED risk persisted even when researchers accounted for other possible causes such as diabetes, heart disease or sleep apnea, for example. Taken together, these findings warrant further study to tease out the precise mechanism behind it. One possible explanation, the research team said, could be injury to the brain's pituitary gland that sparks a cascade of hormonal changes culminating in diminished testosterone and ED. This biological mechanism has emerged as a plausible explanation in earlier studies that echo the current findings, such as reports of higher ED prevalence and neurohormonal dysfunction among people with head trauma and traumatic brain injury, including military veterans and civilians with head injuries. The new findings also suggest that sleep apnea and use of prescription pain medication contribute to low testosterone and ED. It remains unclear whether they do so independently, as consequences of head injury or both, the researchers said. Sexual function is not only a critical marker of overall health but also central to overall well-being, the researchers note. Understanding the mechanisms behind the possible downstream effects of head injury, they said, can inform treatments and preventive strategies. ""Former players with ED may be relieved to know that concussions sustained during their NFL careers may be contributing to a condition that is both common and treatable,"" said study lead author Rachel Grashow, a researcher at the Harvard T.H. Chan School of Public Health. The results are based on a survey of 3,409 former NFL players, average age 52 years (age range 24 to 89), conducted between 2015 and 2017. Participants were asked to report how often blows to the head or neck caused them to feel dizzy, nauseated or disoriented, or to experience headaches, loss of consciousness or vision disturbances -- all markers of concussion. Responders were grouped in four categories by number of concussive symptoms. Next, the former players were asked whether a clinician had recommended medication for either low testosterone or ED, and whether they were currently taking such medications. Men who reported the highest number of concussion symptoms were two and a half times more likely to report receiving either a recommendation for medication or to be currently taking medication for low testosterone, compared to men who reported the fewest concussion symptoms. Men with the most concussion symptoms were nearly two times more likely to report receiving a recommendation to take ED medication or to be currently taking ED medication than those reporting the fewest symptoms. Players who reported losing consciousness following head injury had an elevated risk for ED even in the absence of other concussion-related symptoms. Notably, even former players with relatively few concussion symptoms had an elevated risk for low testosterone, a finding that suggests there may be no safe threshold for head trauma, the team said. Of all participants, 18 percent reported low testosterone and nearly 23 percent reported ED. Slightly less than 10 percent of participants reported both. As expected, individuals with cardiovascular disease, diabetes, sleep apnea and depression, as well as those taking prescription pain medication -- all of which are known to affect sexual health -- were more likely to report low testosterone levels and ED. Yet, the link between concussion history and low testosterone levels and ED persisted even after researchers accounted for these other conditions. The link between history of concussion and ED was present among both the older and the younger players -- those under age 50 in this case -- the analysis showed, and it persisted over time. ""We found the same association of concussions with ED among both younger and older men in the study, and we found the same risk of ED among men who had last played twenty years ago,"" said study senior author Andrea Roberts, a researcher at the Harvard T.H. Chan School of Public Health. ""These findings suggest that increased risk of ED following head injury may occur at relatively young ages and may linger for decades thereafter."" Given that ED is both fairly common and easily treatable, those who experience symptoms are encouraged to report them to their physicians, the researchers said. Importantly, prompt evaluation of ED is critical because it can signal the presence of other conditions, including heart disease and diabetes. The findings also suggest that it may be important for clinicians to assess all patients with concussion history for the presence of neurohormonal changes. ""ED is a fact of life for many men,"" said Herman Taylor, director of player engagement and education and director of the Cardiovascular Research Institute at Morehouse School of Medicine. ""Anyone with symptoms should seek clinical attention and thorough evaluation, particularly since ED can be fueled by cardiovascular and metabolic disorders. The good news is that this is a treatable condition."" Co-investigators included Marc Weisskopf, Karen Miller, David M. Nathan, Ross Zafonte, Frank Speizer, Theodore Courtney, Aaron Baggish, Alvaro Pascual-Leone and Lee Nadler. The research was supported by the National Football League Players Association (NFLPA). "
Science Daily,Benefits of Cognitive Behavioral Therapy for IBS Continue 2 Years After Treatment,Mind & Brain,2019-09-04,-,https://www.sciencedaily.com/releases/2019/09/190904102629.htm,"   Previous research (the ACTIB trial) led by Professor Hazel Everitt at the University of Southampton in collaboration with researchers at King's College London, showed that that Cognitive Behavioural Therapy (CBT) tailored specifically for IBS and delivered over the telephone or through an interactive website is more effective in relieving the symptoms of IBS than current standard care one year after treatment. This 24 month follow up research published in Lancet Gastroenterology and Hepatology this week has shown that benefits continue two years after treatment despite patients having no further therapy after the initial CBT course. These results are important as previously there was uncertainty whether the initial benefits could be sustained in the long term. Currently there is limited availability of CBT for IBS in a resource constrained NHS but this research indicates that easily accessible treatment could be provided to a large number of patients and provide them with effective, long-term relief. Professor Everitt added: ""the fact that both telephone and web based CBT sessions were shown to be effective treatments is a really important and exciting discovery. Patients are able to undertake these treatments at a time convenient to them, without having to travel to clinics and we now know that the benefits can last long term.'' "
Science Daily,"Similarities in Human, Chimpanzee, and Bonobo Eye Color Patterns Revealed",Mind & Brain,2019-09-04,-,https://www.sciencedaily.com/releases/2019/09/190904100801.htm,"   In contrast, as the sclerae of apes' eyes is often darker than human eyes, researchers have long argued that their gaze is 'cryptic', or hidden. This means that nonhuman apes would not be able to see where other members of their species are looking. Now, researchers from the National University of Singapore (NUS), together with collaborators from the University of St Andrews and Leiden University, have discovered that ape eyes possess the same pattern of colour differences as human beings. Doctoral student Mr Juan O. Perea-García and Associate Professor Antónia Monteiro from the Department of Biological Sciences at the NUS Faculty of Science suggest that this discovery may mean apes also follow each other's gaze. Their findings were published in Proceedings of the National Academy of Sciences (PNAS) on 3 September 2019. Eye-opening results The research team compared the darkness of the sclerae contrasted with irises of over 150 humans, bonobos and chimpanzees. The researchers found that bonobos, like humans, have paler sclerae and darker irises. Chimpanzees were found to have a different pattern -- with very dark sclerae, and paler irises. Both of these colour patterns show the same type of contrast seen in human eyes, and could help other apes find out where they are looking. ""Humans are unique in many ways, as no other animal can communicate with similar intricate language or build tools of such complexity. Gaze following is an important component of many behaviours that are thought to be characteristically human, so our findings suggest that apes might also engage in these behaviours,"" said Mr Perea-García. Furthering our ancestral understanding Before humans had language, our ancestors might have used the gaze of those around them to help communicate dangers or other useful information. They might not have been able to say, ""Look over there!."" However, a look in the direction of the predator might be sufficient, as long as it was possible to follow the direction of their gaze. Apart from helping us understand how our ancestors communicated, this study suggests some interesting new research directions. These include questions pertaining to why human beings and bonobos evolve in a similar way, despite bonobos being more closely related to chimpanzees. ""We know that some gorillas and orangutans have eye colouration like our own, and some members of these species have eye colouration similar to the chimpanzees, but why is there this variation within a species? We are working with several zoos to find out more,"" shared Mr Perea-García. "
Science Daily,Receptor Protein in Brain Promotes Resilience to Stress,Mind & Brain,2019-09-03,-,https://www.sciencedaily.com/releases/2019/09/190903160619.htm,"   ""We have found that a specific cell receptor promotes resilience to the adverse effects of stress in animals,"" said study leader Seema Bhatnagar, PhD, a neuroscientist in the Department of Anesthesiology and Critical Care at Children's Hospital of Philadelphia (CHOP). ""Because we found links to the same receptor in patients with PTSD, we may have insights into developing more effective treatments for human psychiatric disorders."" The research appeared online July 17, 2019 in Nature Communications. Bhatnagar leads CHOP's Stress Neurobiology Program, which includes first author Brian F. Corbett, PhD, of CHOP, who performed much of the laboratory analysis. Other key collaborators were psychiatrists Philip Gerhman, MD, and Richard Ross, MD, of the Perelman School of Medicine at the University of Pennsylvania, who are attending physicians at the Corporal Michael J. Crescenz Veterans Affairs Medical Center in Philadelphia. The researchers focused on the sphingosine-1-phosphate receptor 3 (S1PR3), a lipid molecule found on cell membranes that is active in many cellular processes, including inflammation, cell migration and proliferation. It is one of a broader set of molecules called sphingolipid receptors. Scientists previously knew little about S1PR3's function in the brain. Bhatnagar said the current study points to this receptor as important in neural signaling, and added, ""We found that manipulating SIRPR3 levels affected how well animals cope with stress."" Because current psychiatric treatments succeed in only a subset of patients with stress-related psychiatric disorders, neurobiologists often model stress in laboratory animals, such as rats, to understand what makes some animals vulnerable to stress and others more resilient. Social hierarchies and territoriality are sources of stress in rats. Bhatnagar's team used validated behavioral tools, such as a forced swim test or a social defeat test, to investigate how rats use coping strategies to deal with stress. Rats that cope more passively, showing anxiety- and depressive-type behaviors, are classified as vulnerable; those that cope more actively are classified as resilient. In the current study, the researchers detected higher levels of the S1PR3 protein in resilient rats and lower levels in the vulnerable group. The study team then adjusted the expression of the S1PR3 gene to raise or reduce the gene's product -- the S1PR3 protein. Their results confirmed that increasing the protein levels increased stress-resilient behaviors, while ""knocking down"" or reducing protein levels raised vulnerable behaviors. The scientists also measured S1PR3 levels in the blood of patients at the Veterans Affairs hospital, all of whom had experienced combat. The veterans with PTSD had lower levels of S1PR3 than those without PTSD. Furthermore, those with more severe PTSD symptoms had lower levels of S1PR3. ""Our findings in both laboratory models and patients suggest that this protein is a potential blood-based biomarker for PTSD,"" said Bhatnagar. She added that follow-up studies in larger patient samples will be necessary to validate these initial findings. ""If we can establish that SIPR3 or related sphingolipid receptors are valid biomarkers for PTSD and other stress-related disorders, we may have a new tool to predict a person's risk for PTSD, or to predict the severity of a patient's symptoms. It may help us to better evaluate potential treatments, and perhaps to design better treatments,"" she added. "
Science Daily,Promising New Target to Combat Alzheimer's Disease,Mind & Brain,2019-09-03,-,https://www.sciencedaily.com/releases/2019/09/190903153827.htm,"   The new research, published online in the journal Nature Communications, is the first to link maladaptive changes in calcium transport by mitochondria -- the energy-generating powerhouses of cells -- to the progression of Alzheimer's disease. ""Amyloid-beta deposition and tau pathology are considered the major contributors to Alzheimer's disease and, as a result, they have been the main focus of therapeutic development,"" explained John W. Elrod, PhD, Associate Professor in the Center for Translational Medicine at LKSOM and senior investigator on the new study. ""Large clinical trials targeting these pathways have universally failed, however."" Altered calcium regulation and metabolic dysfunction have been suspected of contributing to neuronal dysfunction and Alzheimer's development. ""But up to now, no one has investigated the impact of altered calcium transport into and out of the mitochondria on the progression of Alzheimer's disease,"" Dr. Elrod noted. ""Our current study provides a missing link between these two hypotheses of Alzheimer's pathogenesis."" Calcium transport into mitochondria plays an important part in many cellular functions and requires the involvement of multiple proteins to be carried out effectively. Among the key regulators of this process is a protein known as NCLX, which previously was discovered by Dr. Elrod's laboratory to mediate calcium efflux from heart cells. NCLX expression is also important in mitochondrial calcium efflux in neurons. In their new study, Dr. Elrod and colleagues examined the role of mitochondrial calcium uptake by neurons in Alzheimer's disease. To do so, the team used a mouse model of familial Alzheimer's disease in which animals harbored three gene mutations that give rise to age-progressive pathology comparable to Alzheimer's progression in human patients. As mice carrying the three mutations aged, the researchers observed a steady reduction in NCLX expression. This reduction was accompanied by decreases in the expression of proteins that limit mitochondrial calcium uptake, resulting in damaging calcium overload. NCLX loss was further linked to increases in the production of cell-damaging oxidants. To better understand the physiological relevance of NCLX loss, Dr. Elrod's team next completely eliminated NCLX expression in the forebrain of Alzheimer's disease mice. In tests for memory and cognitive function, the animals exhibited significant impairments. Analyses of brain tissue from these mice showed that NCLX reduction and the consequent loss of calcium efflux from mitochondria accelerated the development of amyloid beta and tau pathology. When NCLX expression was restored, levels of harmful protein aggregates declined, neuronal mitochondrial calcium homeostasis was reestablished, and mice were rescued from cognitive decline. ""Our findings indicate that maladaptive remodeling of pathways to compensate for abnormalities in calcium regulation, which perhaps are meant to maintain energy production in cells, lead to neuronal dysfunction and Alzheimer's pathology,"" Dr. Elrod said. ""Moreover, our data suggest that amyloid beta and tau pathology actually lie downstream of mitochondrial dysfunction in the progression of Alzheimer's disease, which opens up a new therapeutic angle."" Dr. Elrod and colleagues plan next to carry out a more detailed investigation of metabolic dysfunction that arises before Alzheimer's disease pathology emerges. "
Science Daily,New Way to Reduce Food Waste,Mind & Brain,2019-09-03,-,https://www.sciencedaily.com/releases/2019/09/190903153825.htm,"   That, in turn, raises the cost and environmental impact of feeding the world's population. Researchers are suggesting a potential solution -- they found that 'humanizing' produce can change consumer attitudes toward fresh fruits and vegetables that are showing signs of age. The work, published in the Journal of the Association for Consumer Research, found that depicting imperfect-looking but still nutritious produce with human characteristics enhanced the food's appeal. ""We suggest that when old produce is humanized, it is evaluated more favorably, since it leads consumers to evaluate the old produce with a more compassionate lens,"" the researchers wrote. Vanessa Patrick, Bauer Professor of Marketing at the University of Houston and a coauthor on the paper, said the researchers examined how attitudes toward human aging -- ""old is gold,"" vs. ""young is good"" -- translated to attitudes toward so-called ""mature"" produce. The project involved anthropomorphizing bananas, cucumbers and zucchini, or depicting the produce in ways that suggest human-like traits. Bananas, for example, were depicted sunbathing while reclining in a chaise. Cucumber slices were used to create a picture of a human face. ""With fresh produce, aging promotes visible changes, much as it does in humans,"" Patrick said. ""That can create a connection with human qualities of aging when the food is anthropomorphized."" In the study, participants were shown depictions of both fresh and slightly-past-its-prime produce in both anthropomorphized and unadorned states. Those who saw the anthropomorphized aging produce rated it as more desirable than participants who saw the same produce without the anthropomorphic effects. Anthropomorphism didn't affect perceptions of fresh produce. The researchers said the results suggest grocery store managers and other marketers should consider using similar strategies to promote produce that has begun to show signs of aging but remains nutritious and tasty. ""Making food that would otherwise go to waste more appealing to consumers may allow store managers to avoid having to reduce the price for that older produce, which would improve the bottom line,"" Patrick said. "
Science Daily,Diet's Effect on Gut Bacteria Could Play Role in Reducing Alzheimer's Risk,Mind & Brain,2019-09-03,-,https://www.sciencedaily.com/releases/2019/09/190903120514.htm,"   According to researchers at Wake Forest School of Medicine, that is a fair possibility. In a small pilot study, the researchers identified several distinct gut microbiome signatures -- the chemicals produced by bacteria -- in study participants with mild cognitive impairment (MCI) but not in their counterparts with normal cognition, and found that these bacterial signatures correlated with higher levels of markers of Alzheimer's disease in the cerebrospinal fluid of the participants with MCI. Through cross-group dietary intervention, the study also showed that a modified Mediterranean-ketogenic diet produced changes in the gut microbiome and its metabolites that correlated with reduced levels of Alzheimer's markers in the members of both study groups. The study appears in the current issue of EBioMedicine, a journal published by The Lancet. ""The relationship of the gut microbiome and diet to neurodegenerative diseases has recently received considerable attention, and this study suggests that Alzheimer's disease is associated with specific changes in gut bacteria and that a type of ketogenic Mediterranean diet can affect the microbiome in ways that could impact the development od dementia,"" said Hariom Yadav, Ph.D., assistant professor of molecular medicine at Wake Forest School of Medicine, who co-authored the study with Suzanne Craft, Ph.D., professor gerontology and geriatric medicine at the medical school and director of Wake Forest Baptist Health's Alzheimer's Disease Research Center. The randomized, double-blind, single-site study involved 17 older adults, 11 with diagnosed MCI and six with normal cognition. These participants were randomly assigned to follow either the low-carbohydrate modified Mediterranean-ketogenic diet or a low-fat, higher carbohydrate diet for six weeks then, after a six-week ""washout"" period, to switch to the other diet. Gut microbiome, fecal short-chain fatty acids and markers of Alzheimer's, including amyloid and tau proteins, in cerebrospinal fluid were measured before and after each dieting period. The study's limitations include the subject group's size, which also accounts for the lack of diversity in terms of gender, ethnicity and age. ""Our findings provide important information that future interventional and clinical studies can be based on,"" Yadav said. ""Determining the specific role these gut microbiome signatures have in the progression of Alzheimer's disease could lead to novel nutritional and therapeutic approaches that would be effective against the disease."" The research was supported by grant P30 AG049638 and award R01 AG055122 from the National Institute on Aging, Department of Defense grant W81XWH-18-1-0118, National Center for Advancing Translational Sciences grant UL1 TR001420 and a grant from the Hartman Family Foundation. "
